"Gene.ID","chromosome_name","start_position","end_position","Row.names","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Gene.Name"
"ENSG00000000003","chrX",100627080,100639991,"ENSG00000000003",568.531550311784,-0.29035332536689,0.12614347999736,-2.30177037586855,0.0213481250126011,0.0596142743802907,"TSPAN6"
"ENSG00000000419","chr20",50932897,50959145,"ENSG00000000419",3024.93792328337,0.089128220525867,0.0789213124875256,1.12933018618963,0.258758571482601,0.407675276674618,"DPM1"
"ENSG00000000457","chr1",169816039,169894267,"ENSG00000000457",65.7412409142479,0.304181981739625,0.312722916069666,0.972688492300517,0.330708146343484,0.486400859751023,"SCYL3"
"ENSG00000000460","chr1",169662007,169873258,"ENSG00000000460",404.369621561074,-0.25642206667721,0.147214730291379,-1.74182343145743,0.0815393452931231,0.168878329776718,"C1orf112"
"ENSG00000001036","chr6",143493954,143511842,"ENSG00000001036",2665.73117535412,-0.0481428445824646,0.0970108791376461,-0.49626232655985,0.619709342502328,0.747443607805593,"FUCA2"
"ENSG00000001084","chr6",53497341,53616970,"ENSG00000001084",2025.65060572362,-0.607959677583773,0.121526350686271,-5.00269837899818,5.65333571242857e-07,5.639075874586e-06,"GCLC"
"ENSG00000001167","chr6",41072040,41103063,"ENSG00000001167",1042.36797493469,-0.156735405047983,0.124606572057536,-1.25784220254138,0.208448829650879,0.347291954701023,"NFYA"
"ENSG00000001460","chr1",24355830,24416934,"ENSG00000001460",118.525926859477,9.99199458048075,1.20428903990307,8.29700698869185,1.06767100166523e-16,4.16833720045035e-15,"STPG1"
"ENSG00000001461","chr1",24413515,24476735,"ENSG00000001461",518.970131357021,1.37898587981807,0.144088327115396,9.57042050126438,1.06471737638386e-21,6.55898005883909e-20,"NIPAL3"
"ENSG00000001497","chrX",65438549,65534818,"ENSG00000001497",813.215469032138,0.255222905892245,0.101876371837859,2.50522178291197,0.0122374631940297,0.0376742996724284,"LAS1L"
"ENSG00000001561","chr6",46129959,46152554,"ENSG00000001561",537.866861327597,-0.315004289313258,0.204917678707576,-1.53722358802814,0.124238565933786,0.234479605556315,"ENPP4"
"ENSG00000001617","chr3",50155012,50189075,"ENSG00000001617",61.0675012875821,2.94987926441336,0.459232457990008,6.42349906477546,1.33176963256289e-10,2.49635534030404e-09,"SEMA3F"
"ENSG00000001629","chr7",92245960,92402070,"ENSG00000001629",1286.06581767536,-0.498330016382254,0.153588908697504,-3.24457033133638,0.00117627965267929,0.00521896933123251,"ANKIB1"
"ENSG00000001631","chr7",92197498,92246166,"ENSG00000001631",17.9354445418188,-0.451079530284224,0.712224006818173,-0.633339407217402,0.526512024509568,0.673748529067098,"KRIT1"
"ENSG00000002016","chr12",910870,990053,"ENSG00000002016",110.970985002128,-0.260005939877285,0.24745270552939,-1.05072983268071,0.293382690321207,0.44716876795321,"RAD52"
"ENSG00000002330","chr11",64269828,64291946,"ENSG00000002330",1089.71537702092,1.13703688500211,0.117867919752132,9.64670359325264,5.07612357423951e-22,3.25802088463886e-20,"BAD"
"ENSG00000002549","chr4",17577167,17608089,"ENSG00000002549",1771.06856079235,0.335360809007074,0.0909548985901911,3.68711102101366,0.000226814418895668,0.0012205961199482,"LAP3"
"ENSG00000002586","chrX",2690988,2741312,"ENSG00000002586",2361.82526371823,0.637269166869727,0.0980505451931504,6.4993944257461,8.06439717813342e-11,1.56426337035977e-09,"CD99"
"ENSG00000002587","chr4",11393150,11429564,"ENSG00000002587",3.14080907281558,3.62055191087482,1.77342812547783,2.04155548164621,0.0411956450944041,NA,"HS3ST1"
"ENSG00000002746","chr7",43112629,43566001,"ENSG00000002746",4.06917768790062,0.0870031521032919,1.07197232965217,0.0811617517511128,0.93531331680957,NA,"HECW1"
"ENSG00000002834","chr17",38869185,38921771,"ENSG00000002834",6495.74372744218,0.562042638925467,0.125212633669967,4.4887055119924,7.16572744104654e-06,5.65644898260074e-05,"LASP1"
"ENSG00000002919","chr17",48103357,48128226,"ENSG00000002919",186.147813381351,0.539501132069035,0.236845953028896,2.27785666239868,0.0227351190640872,0.0626588258903408,"SNX11"
"ENSG00000003056","chr12",8940358,8951856,"ENSG00000003056",1130.04747524577,0.0567038677414867,0.14841752552073,0.382056415120373,0.702419519602185,0.809681324946233,"M6PR"
"ENSG00000003096","chrX",117897794,118117340,"ENSG00000003096",7.04824018428106,-0.396521980623167,1.00034067921366,-0.3963869398322,0.691819599249128,0.801911541905735,"KLHL13"
